text,target
"Happy Friday If youre having a movie night make your own popcorn Here are 7 reasons why its healthy: ",positivo
"Milk does more than help build strong bones Find out why it can be part of a healthy diet ",positivo
"Johnson Insurance is proud to present the Best Health 2013 Nurse Excellence Awards: [SPONSORED] ",positivo
"Its a warm rainy spring night in Toronto Do you like to enjoy a pint in warm weather Heres why beer is healthy ",positivo
"Spring is the perfect time to hop on your bike again - the benefits are amazing Whats your fave spring activity ",positivo
"Skip the caffeine today in favour of this Citrus Energy-Boosting Smoothie Yum ",positivo
"Save money and do some good with these easy everyday ways to help the environment ",positivo
"Does your energy drop throughout the day Make these healthy energy bars tonight to stash in your desk at work ",positivo
"Loosen tight hip flexors with this Dynamic Low Lunge HelenVanderburg HeavensFitness BestStretch ",positivo
"Tired of expensive produce Grow your own garden Here are the best veggies to grow at home ",positivo
"Are you a runner Heres how skipping a run in favour of strength training will actually make you a better runner ",positivo
"Tip of the day: Get fit before you travel to save some cash ",positivo
"Make these yummy Falafel Pitas tonight to pack for a healthy lunch tomorrow ",positivo
"Whip up this perfect Post-Workout Smoothie after tonights exercise session ",positivo
"Though no one can go back and make a brand new start anyone can start from now and make a brand new endingÄå -Carl Bard MotivationMonday ",positivo
"More proof that music is therapeutic: Study shows live music can boost the health of premature babies ",positivo
"LiveWellTO actually its just has a new name (Grasslands) ",positivo
"The May 2013 issue of besthealthmag is on newsstands today Heres a sneak peek of whats inside ",positivo
"Fall in love with running just in time for the beautiful spring weather ",positivo
"Thinking of rescuing a dog Heres how it could improve your health ",positivo
"Heres how to clear your mind so you can sleep better and wake up refreshed ",positivo
"Happy Friday Having people over tonight Whip up this guacamole for a healthy app that will impress your guests ",positivo
"Good news for pizza-lovers: It doesnt have to be unhealthy Check out our best healthy pizza recipes ",positivo
"WeÄåre standing by for your nomination for the Best Health 2013 Nurse Excellence Awards: [SPONSORED] ",positivo
"Im starting my day with this yummy Chocolate-Almond Smoothie Whats your fave healthy breakfast to-go -Katharine ",positivo
"If you want to sleep better these yoga poses should be part of your bedtime routine ",positivo
"Make these yummy Hummus and Tabouleh Sandwiches tonight to bring to work for lunch tomorrow ",positivo
"Having a sushi night Youll be happy to know that seaweed is healthy ",positivo
"Want to have a bright white smile Find out which teeth whitening product would be best for you ",positivo
"Stop worrying and sleep better Heres how ",positivo
"Let go of the days stress with a relaxing evening stroll outside Heres how nature can make you feel great ",positivo
"Got the Monday blues Add these mood-boosting foods to tonights meal to help you cheer up ",positivo
"We must be willing to let go of the life we have planned so as to have the life that is waiting for usÄå -EM Forster MotivationMonday ",positivo
"Whats your favourite herb Mine is definitely basil Here are some creative ways to use it Yum -Katharine ",positivo
"You wont believe these amazing medical tools and health care advances that will soon be a reality ",positivo
"Thinking of adopting a dog Heres how adding a furry friend to your family can improve your health ",positivo
"Nothing says spring like fresh flowers Im picking some up today to brighten my home Whats your fave thing about spring -Katharine ",positivo
"Good friendships are good for you - but bad ones can be draining Take our quiz to see if you have a toxic friend ",positivo
"This yummy dinner might make it feel like summer has arrived: Portobello Mushroom Goat Cheese and Walnut Sliders ",positivo
"Help us recognize our countryÄå greatest nurses Make your nomination at [SPONSORED] ",positivo
"Good news Canada: Our health care is improving Heres how: ",positivo
"Want to live a long and happy life Do at least one thing on this list today WellnessWednesday ",positivo
"These delicious vegetarian recipes are not only good for you - theyre also good for the environment ",positivo
"Is there a song that always boosts your mood A new study shows that music has some incredible health benefits ",positivo
"Tip of the day: Walk to meet a friend instead of driving to help you lose weight ",positivo
"Feeling dehydrated Make sure you incorporate these healthy hydrating foods into your diet ",positivo
"Get outside today for some fresh air Heres how nature can make you healthier ",positivo
"Spending time with your family this weekend Here are some fitness ideas everyone can enjoy ",positivo
"Make your morning smoothie even healthier with these nutritious add-ins Yum ",positivo
"Dont want to indulge too much on the long weekend Here are 10 light and healthy dessert recipes to enjoy ",positivo
"True story: You can actually get a sunburn on your eyes Just ask andersoncooper Heres how to prevent it ",positivo
"Just in time for Easter break weve got 7 healthy reasons to eat chocolate Yum ",positivo
"How does BTtoronto segment producer AprilKalloo stay healthy on a busy schedule Read our Q&A with her to find out ",positivo
"Dont skip dessert - just keep portions in check with one of these delicious cupcake recipes ",positivo
"Take the Healthy Choice Pledge today and see how one healthy choice leads to another [SPONSORED] ",positivo
"All life is an experiment The more experiments you make the better -Ralph Waldo Emerson MotivationMonday ",positivo
"Yoga doesnt just make you look and feel great now - it can also help you stay young in the long run Heres how ",positivo
"Chocolate in the morning has never been healthier Try this Chocolate Almond Smoothie for a yummy nutrition boost ",positivo
"Tip of the day: Research the vitamins youre taking to make sure youre benefiting from them ",positivo
"This relaxing activity could just be the key to a good nights sleep ",positivo
"Your pantry has all the ingredients you need to make household cleaners that work just as well as store-bought brands ",positivo
"Dont know what to do with extra veggies Here are the best ways to use common food leftovers ",positivo
"Tip of the day: Add spices to your popcorn for a surprisingly healthy snack ",positivo
"Take the Healthy Choice Pledge today and see how one healthy choice leads to another [SPONSORED] ",positivo
"Too busy for a long workout Try these 10-minute workout videos to sneak in some exercise and help you stay fit ",positivo
"Spring allergies starting to sneak up on you Heres how to allergy-proof your home so you can stay sniffle-free ",positivo
"Happy St Patricks day What better way to fuel yourself today than with a green smoothie Here are 5 yummy recipes ",positivo
"Think everyone should try your delicious burger recipe Send it in and it could be published in Taste of Home Canada ",positivo
"Want even more ways to enjoy beer this StPaddys weekend Try these 4 delicious ways to cook with it ",positivo
"Make todays breakfast a healthy and delicious one with this Wild Macadamia Porridge ",positivo
"We have some good news to celebrate Friday night with: Beer can actually be healthy Here are some of its benefits ",positivo
